Winery;Year;Wine ID;Wine;Type;Rating;Num_Reviews;Price;Country;Region
Quinta do Gradil;2019;7150649;Alvarinho 2019;White;3.8;120;11.5;Portugal;Lisboa
Herdade do Rocim;2019;4778668;Amphora Branco 2019;White;3.8;152;13.0;Portugal;Alentejo
Adega Cooperativa de Vidigueira;2019;2052801;Antão Vaz 2019;White;3.8;543;5.15;Portugal;Alentejo
Portugal Boutique Winery;2019;5424759;Boina Branco 2019;White;3.8;92;9.92;Portugal;Douro
Herdade do Sobroso;2019;2328760;Branco 2019;White;3.8;100;6.95;Portugal;Alentejo
Grambeira;2019;1232710;Branco 2019;White;3.8;112;8.44;Portugal;Douro
Titan of Douro;2019;7088558;Branco 2019;White;3.8;377;9.5;Portugal;Douro
Reynolds Wine Growers;2019;4730295;Carlos Reynolds Branco 2019;White;3.8;62;10.95;Portugal;Alentejo
Bacalhôa;2019;18510;Catarina Branco 2019;White;3.8;965;6.5;Portugal;Península de Setúbal
Quinta do Gradil;2019;4666871;Chardonnay 2019;White;3.8;60;10.0;Portugal;Lisboa
Quinta do Portal;2019;1369907;Colheita Branco 2019;White;3.8;110;7.95;Portugal;Douro
Herdade de São Miguel;2019;3045598;Colheita Seleccionada Rosé 2019;Rosé;3.8;51;4.95;Portugal;Alentejo
Marquês de Marialva;2019;6503737;Colheita Seleccionada Rosé Baga 2019;Rosé;3.8;320;3.95;Portugal;Bairrada
Niepoort;2019;3334065;Conciso Branco 2019;White;3.8;60;19.2;Portugal;Dão
Anselmo Mendes;2019;1201076;Contacto Alvarinho 2019;White;3.8;2350;11.43;Portugal;Vinho Verde
C. da Silva;2019;2694505;Dalva Reserva Branco 2019;White;3.8;92;8.0;Portugal;Douro
AdegaMãe;2019;1528251;Dory Branco 2019;White;3.8;258;8.45;Portugal;Lisboa
Quinta do Passadouro;2019;1160187;Douro Branco 2019;White;3.8;51;7.3;Portugal;Douro
Esporão;2019;2711216;Duas Castas 2 2019;White;3.8;178;8.62;Portugal;Alentejo
Cartuxa;2019;1712414;EA Branco 2019;White;3.8;731;11.29;Portugal;Alentejo
Quinta Varzea da Pedra;2019;4995738;Fernão Pires 2019;White;3.8;54;10.74;Portugal;Lisboa
Casal Sta. Maria;2019;2423194;Malvasia 2019;White;3.8;70;12.1;Portugal;Lisboa
R4 Vinhos;2019;1402018;Mãos Branco 2019;White;3.8;68;7.99;Portugal;Douro
Luis Pato;2019;22324;Maria Gomes Branco 2019;White;3.8;284;6.25;Portugal;Bairrada
Quinta do Vallado;2019;20866;Moscatel Galego Douro Branco 2019;White;3.8;361;7.8;Portugal;Douro
Adega de Monção;2019;1234518;Muralhas de Monção Vinho Verde Branco 2019;White;3.8;1300;8.25;Portugal;Vinho Verde
Quinta da Lixa;2019;1310551;Pouco-Comum Alvarinho 2019;White;3.8;632;5.96;Portugal;Vinho Verde
Salvador;2019;4524422;Quinta da Calçada Alvarinho Terroir 2019;White;3.8;94;8.5;Portugal;Vinho Verde
José Maria da Fonseca;2019;2001918;Quinta De Camarate Branco Seco 2019;White;3.8;294;7.5;Portugal;Península de Setúbal
Quinta dos Termos;2019;1755976;Reserva Branco 2019;White;3.8;155;7.06;Portugal;Beiras
Piano;2019;3763820;Reserva Branco 2019;White;3.8;230;6.25;Portugal;Douro
Vila Real;2019;1176869;Reserva Branco 2019;White;3.8;388;5.75;Portugal;Douro
Titular;2019;1940544;Rosé 2019;Rosé;3.8;112;7.9;Portugal;Dão
Pedra Cancela;2019;1484920;Seleção do Enólogo Branco 2019;White;3.8;320;13.29;Portugal;Dão
Conde de Vimioso;2019;8264912;Sommelier Edition Branco 2019;White;3.8;118;7.95;Portugal;Tejo
Couquinho;2019;3350140;Superior Branco 2019;White;3.8;113;10.5;Portugal;Douro
Quinta do Vallado;2019;2515323;Touriga Nacional Rosè 2019;Rosé;3.8;161;7.46;Portugal;Douro
Paulo Laureano;2019;6106384;Vinhas Velhas Branco 2019;White;3.8;110;6.85;Portugal;Alentejo
Fitapreta;2019;2650799;Alentejano Branco 2019;White;3.9;258;10.05;Portugal;Alentejo
Adega de Monção;2019;1150168;Alvarinho Deu La Deu 2019;White;3.9;1478;6.5;Portugal;Vinho Verde
Adega Regional de Colares;2019;1594682;Arenae  Malvasia 2019;White;3.9;72;19.9;Portugal;Colares
Quinta do Pôpa;2019;2780656;Branco 2019;White;3.9;66;10.17;Portugal;Douro
Hugo Mendes;2019;5566749;Branco 2019;White;3.9;99;14.89;Portugal;Lisboa
Herdade de Gâmbia;2019;1474246;Branco 2019;White;3.9;61;4.95;Portugal;Península de Setúbal
Cortes de Cima;2019;2183565;Chaminé Branco 2019;White;3.9;103;7.9;Portugal;Alentejo
Montes Ermos;2019;1618398;Douro Reserva Branco 2019;White;3.9;771;5.5;Portugal;Douro
Terras de Santo António;2019;5034701;Encruzado 2019;White;3.9;56;9.39;Portugal;Dão
Churchill's;2019;2038239;Estates Douro Branco 2019;White;3.9;120;12.5;Portugal;Douro
Quinta de S. José;2019;2575316;Flor de S. José Branco 2019;White;3.9;90;9.95;Portugal;Douro
José Maria da Fonseca;2019;1197704;João Pires Branco 2019;White;3.9;866;4.5;Portugal;Península de Setúbal
Quinta Maria Izabel;2019;4564419;M.I. Branco 2019;White;3.9;222;9.95;Portugal;Douro
Quinta do Noval;2019;5857572;Maria Mansa Douro Branco 2019;White;3.9;205;22.5;Portugal;Douro
Quinta do Vale Meão;2019;2931116;Meandro Douro Branco 2019;White;3.9;177;149.0;Portugal;Douro
A&D Wines - Quinta de Santa Teresa;2019;4274989;Monólogo Avesso P67 2019;White;3.9;224;9.36;Portugal;Vinho Verde
Bacalhôa;2019;1765890;Moscatel de Setúbal 2019;Fortified;3.9;161;6.59;Portugal;Península de Setúbal
Anselmo Mendes;2019;1200518;Muros Antigos Alvarinho 2019;White;3.9;601;21.0;Portugal;Vinho Verde
Casa Ferreirinha;2019;4644762;Papa Figos Douro Branco 2019;White;3.9;699;7.5;Portugal;Douro
Márcio Lopes;2019;1828934;Pequenos Rebentos Alvarinho 2019;White;3.9;167;9.95;Portugal;Vinho Verde
Poças;2019;7396168;Poças Fora da Série Orange Branco 2019;White;3.9;68;19.95;Portugal;Douro
Quinta de Azevedo;2019;7397791;Reserva Alvarinho 2019;White;3.9;178;7.4;Portugal;Vinho Verde
São Domingos;2019;10241358;Reserva Arinto 2019;White;3.9;70;8.5;Portugal;Bairrada
Vicentino;2019;3468156;Sauvignon Blanc 2019;White;3.9;562;11.2;Portugal;Alentejo
Casal Sta. Maria;2019;1314401;Sauvignon Blanc 2019;White;3.9;85;14.61;Portugal;Lisboa
Quinta dos Termos;2019;1914903;Termos Rosé 2019;Rosé;3.9;57;5.81;Portugal;Beiras
Azores Wine Company;2019;3537845;Vulcânico Rosé 2019;Rosé;3.9;499;10.7;Portugal;Açores
Pêgo da Moura;2019;1825692;Alfaiate 2019;White;4.0;110;15.43;Portugal;Península de Setúbal
Quinta da Alorna;2019;5260139;Alvarinho - Viognier Reserva 2019;White;4.0;92;7.38;Portugal;Tejo
Quinta de Santiago;2019;2110126;Alvarinho 2019;White;4.0;191;10.89;Portugal;Vinho Verde
Quinta de Gomariz;2019;1143366;Alvarinho 2019;White;4.0;90;8.33;Portugal;Vinho Verde
Quinta do Regueiro;2019;2382093;Alvarinho Reserva 2019;White;4.0;238;7.7;Portugal;Vinho Verde
Dona Maria;2019;1232544;Amantis Reserva Branco 2019;White;4.0;65;13.26;Portugal;Alentejo
Azores Wine Company;2019;2496960;Arinto dos Açores 2019;White;4.0;593;21.5;Portugal;Açores
Azores Wine Company;2019;6314878;Arinto dos Açores Sur Lies 2019;White;4.0;173;29.95;Portugal;Açores
Luis Pato;2019;22323;Beiras Vinhas Velhas Branco 2019;White;4.0;581;8.5;Portugal;Beiras
Ilha;2019;6656389;Blanc de Noirs 2019;White;4.0;52;20.96;Portugal;Madeira
Quinta do Carmo;2019;1117321;Branco 2019;White;4.0;204;8.73;Portugal;Alentejo
Val Moreira;2019;7381323;Branco 2019;White;4.0;105;10.0;Portugal;Douro
Maçanita;2019;2028967;Branco 2019;White;4.0;407;10.9;Portugal;Douro
Alves de Sousa;2019;75722;Branco da Gaivosa 2019;White;4.0;85;10.99;Portugal;Douro
Ribafreixo Wines;2019;1573820;Connections Chenin Blanc Limited Edition 2019;White;4.0;62;10.77;Portugal;Alentejo
Quinta do Crasto;2019;45254;Crasto Branco 2019;White;4.0;743;10.49;Portugal;Douro
Quinta do Crasto;2019;1155012;Crasto Superior Branco 2019;White;4.0;446;14.35;Portugal;Douro
Herdade da Maroteira;2019;4898958;Dez Tostões Branco 2019;White;4.0;255;10.0;Portugal;Alentejo
Castello d'Alba;2019;2618231;Douro Touriga Nacional Rosé 2019;Rosé;4.0;53;6.91;Portugal;Douro
Maçanita;2019;4975104;Gouveio by Joaninha 2019;White;4.0;83;18.35;Portugal;Douro
Reynolds Wine Growers;2019;2187145;Julian Reynolds Arinto 2019;White;4.0;132;29.89;Portugal;Alentejo
Beyra;2019;8544324;Moscatel Galego Branco 2019;White;4.0;135;8.95;Portugal;Beiras
Provam;2019;1282203;Portal do Fidalgo Alvarinho 2019;White;4.0;274;19.0;Portugal;Vinho Verde
CARM;2019;1151643;Rabigato 2019;White;4.0;105;10.99;Portugal;Douro
Niepoort;2019;1166848;Redoma Rosé 2019;Rosé;4.0;126;9.9;Portugal;Douro
Valle Madruga;2019;2736640;Reserva 2019;White;4.0;71;10.32;Portugal;Trás-os-Montes
Quinta do Ameal;2019;9844195;Reserva 2019;White;4.0;61;24.17;Portugal;Vinho Verde
Seara d'Ordens;2019;1810025;Reserva Branco 2019;White;4.0;86;8.5;Portugal;Douro
Monte da Ravasqueira;2019;7293130;Reserva da Família Branco 2019;White;4.0;166;10.9;Portugal;Alentejo
Rola;2019;4623548;Rosé 2019;Rosé;4.0;91;10.5;Portugal;Douro
Quinta de Ventozelo;2019;5298578;Rosé de Ventozelo 2019;Rosé;4.0;134;9.84;Portugal;Douro
Soalheiro;2019;7268909;Sauvignon Blanc - Alvarinho 2019;White;4.0;227;10.9;Portugal;Vinho Verde
Quinta do Pinto;2019;1409322;Sauvignon Blanc 2019;White;4.0;82;10.16;Portugal;Alentejo
Quinta da Boa Esperança;2019;5014713;Sauvignon Blanc 2019;White;4.0;111;12.5;Portugal;Lisboa
Casa Santa Eulalia;2019;3865410;Superior Avesso 2019;White;4.0;63;6.17;Portugal;Vinho Verde
Provam;2019;1240500;Varanda do Conde Alvarinho - Trajadura 2019;White;4.0;171;5.29;Portugal;Vinho Verde
Castello d'Alba;2019;7898295;Vinhas Velhas Branco 2019;White;4.0;72;11.6;Portugal;Douro
Casa de Vilacetinho;2019;1366403;Vinho Verde 2019;White;4.0;587;5.0;Portugal;Vinho Verde
Tapada do Chaves;2019;1300960;Alentejo Branco 2019;White;4.1;53;19.52;Portugal;Alentejo
Vicentino;2019;6607730;Alvarinho 2019;White;4.1;210;11.5;Portugal;Alentejo
Soalheiro;2019;1175699;Alvarinho 2019;White;4.1;3889;10.15;Portugal;Vinho Verde
Malhadinha Nova;2019;2031438;Antão Vaz da Peceguina 2019;White;4.1;130;15.52;Portugal;Alentejo
Quinta das Bágeiras;2019;4895811;Avô Fausto Branco 2019;White;4.1;81;21.2;Portugal;Bairrada
Herdade da Calada;2019;1267227;Baron de B Reserva Branco 2019;White;4.1;55;15.43;Portugal;Alentejo
Torre de Palma;2019;4481404;Blend Branco 2019;White;4.1;138;13.9;Portugal;Alentejo
Ramos Pinto;2019;13310;Bons Ares Branco 2019;White;4.1;315;10.99;Portugal;Douro
Pormenor;2019;4250789;Branco 2019;White;4.1;133;10.69;Portugal;Douro
Quinta da Pedra Escrita;2019;2282316;Branco 2019;White;4.1;165;16.29;Portugal;Douro
100 Hectares;2019;8667572;Branco Reserva 2019;White;4.1;70;11.0;Portugal;Douro
Quinta do Noval;2019;5514058;Cedro do Noval Branco 2019;White;4.1;183;18.9;Portugal;Douro
Paço Dos Infantes;2019;6359353;Conves Antão Vaz 2019;White;4.1;84;35.0;Portugal;Alentejo
Cabriz;2019;5459378;Dão Reserva Branco 2019;White;4.1;220;7.9;Portugal;Dão
Niepoort;2019;9001;Douro Redoma Branco 2019;White;4.1;744;14.5;Portugal;Douro
Quinta dos Carvalhais;2019;76104;Encruzado Dão 2019;White;4.1;887;21.5;Portugal;Dão
Pico Wines;2019;1215099;Frei Gigante Branco 2019;White;4.1;180;17.99;Portugal;Açores
Soalheiro;2019;4542136;Granit Alvarinho 2019;White;4.1;1035;14.6;Portugal;Vinho Verde
Luis Seabra;2019;2182048;Granito Cru Alvarinho 2019;White;4.1;170;21.27;Portugal;Vinho Verde
Quinta da Romeira;2019;1180025;Morgado de Sta. Catherina Bucelas Reserva 2019;White;4.1;335;13.9;Portugal;Bucelas
Luis Pato;2019;7648316;Parcela Cândido 2019;White;4.1;52;22.8;Portugal;Bairrada
Anselmo Mendes;2019;7406696;Private Loureiro 2019;White;4.1;74;31.5;Portugal;Vinho Verde
Volte Face;2019;4851681;Private Selection Branco 2019;White;4.1;74;11.0;Portugal;Alentejo
Valados de Melgaço;2019;5678028;Reserva Alvarinho Extra Bruto 2019;Sparkling;4.1;79;12.0;Portugal;Vinho Verde
Quinta da Biaia;2019;8070285;Reserva Branco 2019;White;4.1;59;19.9;Portugal;Beiras
Quinta do Cume;2019;2043618;Reserva Branco 2019;White;4.1;65;13.99;Portugal;Douro
Quinta Casa Amarela;2019;5513984;Reserva Branco 2019;White;4.1;119;12.0;Portugal;Douro
Caminhos Cruzados;2019;9597492;Reserva Encruzado 2019;White;4.1;101;21.4;Portugal;Dão
Quinta das Bágeiras;2019;1844715;Super Reserva Vinho Espumante 2019;Sparkling;4.1;65;12.2;Portugal;Bairrada
Susana Esteban;2019;9020265;Tira o Véu 2019;White;4.1;66;25.25;Portugal;Alentejo
Azores Wine Company;2019;3529565;Verdelho o Original 2019;White;4.1;488;21.5;Portugal;Açores
Luis Seabra;2019;6013142;Xisto Ilimitado Branco 2019;White;4.1;553;13.63;Portugal;Douro
Malhadinha Nova;2019;1166687;Alentejano Monte da Peceguina Branco 2019;White;4.2;512;10.69;Portugal;Alentejo
Abrigueiros;2019;1229277;Casa da Senra Loureiro Branco 2019;White;4.2;108;6.61;Portugal;Vinho Verde
Titan of Douro;2019;8879007;Daemon Branco 2019;White;4.2;115;21.1;Portugal;Távora-Varosa
Quinta dos Carvalhais;2019;2795722;Dão Reserva Branco 2019;White;4.2;113;27.6;Portugal;Dão
José Maria da Fonseca;2019;1491290;Domingos Soares Franco Colecção Privada Moscatel Roxo Rosé 2019;Rosé;4.2;222;11.63;Portugal;Península de Setúbal
Ramos Pinto;2019;1856274;Douro Reserva Duas Quintas Branco 2019;White;4.2;111;17.5;Portugal;Douro
Vallegre;2019;3057359;Douro Reserva Especial Branco 2019;White;4.2;100;18.19;Portugal;Douro
Niepoort;2019;9000;Douro Tiara Branco 2019;White;4.2;175;21.5;Portugal;Douro
Esporão;2019;1138731;Esporão Reserva Branco 2019;White;4.2;3049;15.95;Portugal;Alentejo
Pacheca;2019;6943053;Grande Reserva Branco 2019;White;4.2;55;29.5;Portugal;Douro
Casal Sta. Maria;2019;6518311;Mar de Rosas 2019;Rosé;4.2;180;20.0;Portugal;Lisboa
Quinta Maria Izabel;2019;3705139;Maria Izabel Branco 2019;White;4.2;257;12.49;Portugal;Douro
Herdade do Sobroso;2019;9527942;Reserva Branco 2019;White;4.2;56;14.81;Portugal;Alentejo
Quinta do Vallado;2019;16963;Reserva Branco 2019;White;4.2;208;22.1;Portugal;Douro
Quinta de Arcossó;2019;1888582;Reserva Branco 2019;White;4.2;134;21.33;Portugal;Trás-os-Montes
Titan of Douro;2019;8554778;Reserva Rosé 2019;Rosé;4.2;99;18.5;Portugal;Douro
Dona Berta;2019;2378132;Vinhas Velhas Rabigato Reserva Branco 2019;White;4.2;273;13.48;Portugal;Douro
Kopke;2019;8328815;Winemaker's Collection Tinta Cão Rosé 2019;Rosé;4.2;80;33.9;Portugal;Douro
Casa de Santar;2019;10327626;Branco De Curtimenta 2019;White;4.3;98;18.35;Portugal;Dão
Anselmo Mendes;2019;1305686;Curtimenta Alvarinho 2019;White;4.3;91;30.0;Portugal;Vinho Verde
Niepoort;2019;8998;Douro Reserva Redoma Branco 2019;White;4.3;179;27.0;Portugal;Douro
Taboadella;2019;8609536;Grande Villae Branco 2019;White;4.3;101;34.89;Portugal;Dão
Cortes do Tua;2019;6012043;Reserva Branco 2019;White;4.3;76;11.5;Portugal;Douro
Quinta do Lagar Novo;2019;5450912;Reserva Marsanne 2019;White;4.3;58;13.07;Portugal;Lisboa
Herdade dos Grous;2019;10068272;Concrete 2019;White;4.4;98;22.95;Portugal;Alentejo
Herdade Aldeia de Cima;2019;9764397;Garrafeira Branco 2019;White;4.4;85;42.0;Portugal;Alentejo
CARM;2019;1594281;Maria de Lourdes Branco 2019;White;4.4;86;29.64;Portugal;Douro
Luis Seabra;2019;4933839;Xisto Cru Branco 2019;White;4.4;89;35.4;Portugal;Douro
Poças;2019;6837549;Branco da Ribeira 2019;White;4.5;77;47.5;Portugal;Douro
Quinta dos Carvalhais;2019;2370164;Dão Branco Especial 2019;White;4.5;172;42.58;Portugal;Dão
Quinta das Bágeiras;2019;1536341;Pai Abel Branco 2019;White;4.5;135;31.5;Portugal;Bairrada
Niepoort;2019;1162976;Vintage Port 2019;Fortified;4.5;138;48.5;Portugal;Porto
Cartuxa;2019;1870315;Pêra-Manca Branco 2019;White;4.6;1471;46.99;Portugal;Alentejo
Niepoort;2019;1360367;Douro Coche Branco 2019;White;4.7;147;67.8;Portugal;Douro
Quinta Vale do Bragão;2020;5612930;Rosé 2020;Rosé;3.4;53;8.45;Portugal;Douro
Casa Ermelinda Freitas;2020;8929387;Fat Baron Reserva White 2020;White;3.5;135;7.95;Portugal;Península de Setúbal
Esporão;2020;9437315;Monte Velho Rosé 2020;Rosé;3.5;146;3.95;Portugal;Alentejo
Villa Alvor;2020;7283969;Rosé 2020;Rosé;3.5;70;5.95;Portugal;Algarve
Marquês de Borba;2020;1264921;Branco 2020;White;3.6;87;6.49;Portugal;Alentejo
Quinta da Alorna;2020;1195763;Branco 2020;White;3.6;131;4.29;Portugal;Tejo
Churchill's;2020;5245669;Meio Queijo Douro Branco 2020;White;3.6;66;6.29;Portugal;Douro
Piano;2020;2560783;Branco 2020;White;3.7;144;3.8;Portugal;Douro
Burmester;2020;1454644;Branco White Blanc Douro 2020;White;3.7;173;6.5;Portugal;Douro
Caves Velhas;2020;1423625;Cabeça de Toiro Reserva Tejo Branco 2020;White;3.7;140;6.99;Portugal;Tejo
Cabriz;2020;5277662;Dão Colheita Seleccionada Rose 2020;Rosé;3.7;174;4.5;Portugal;Dão
Cabriz;2020;1148721;Dão Colheita Seleccionada White 2020;White;3.7;1614;4.45;Portugal;Dão
Niepoort;2020;1299716;Diálogo Branco 2020;White;3.7;336;6.5;Portugal;Douro
Quinta do Portal;2020;2337616;Moscatel Galego Branco 2020;White;3.7;67;8.7;Portugal;Douro
Herdade Penedo Gordo;2020;4348497;Penedo Gordo Branco 2020;White;3.7;63;4.95;Portugal;Alentejo
Herdade do Peso;2020;4801931;Sossego Rosé 2020;Rosé;3.7;129;4.95;Portugal;Alentejo
Quinta do Vallado;2020;2515323;Touriga Nacional Rosè 2020;Rosé;3.7;70;7.29;Portugal;Douro
Quinta de Arcossó;2020;1811007;Bastardo Rosé 2020;Rosé;3.8;50;7.4;Portugal;Trás-os-Montes
Quinta do Ameal;2020;1175737;Branco (Loureiro) 2020;White;3.8;383;8.7;Portugal;Vinho Verde
Fraga da Galhofa;2020;4261966;Branco 2020;White;3.8;59;4.5;Portugal;Douro
Quinta do Vallado;2020;16962;Branco 2020;White;3.8;396;5.4;Portugal;Douro
AdegaMãe;2020;2322501;Chardonnay 2020;White;3.8;127;9.21;Portugal;Lisboa
Anselmo Mendes;2020;1201076;Contacto Alvarinho 2020;White;3.8;2106;9.9;Portugal;Vinho Verde
Cartuxa;2020;1712414;EA Branco 2020;White;3.8;1288;4.9;Portugal;Alentejo
Costa Boal Family Estates;2020;1723535;Flor do Tua Reserva Branco 2020;White;3.8;96;5.3;Portugal;Trás-os-Montes
Quinta da Pellada;2020;4731275;Quinta de Saes Rosé 2020;Rosé;3.8;73;7.11;Portugal;Dão
Vila Real;2020;1176869;Reserva Branco 2020;White;3.8;115;7.2;Portugal;Douro
Quinta dos Termos;2020;1566748;Reserva Fonte Cal 2020;White;3.8;82;7.99;Portugal;Beiras
Valle Pradinhos;2020;1200515;Rosé 2020;Rosé;3.8;94;7.5;Portugal;Trás-os-Montes
Quinta do Ameal;2020;4502605;Solo 2020;White;3.8;80;23.0;Portugal;Vinho Verde
Távora;2020;1315184;Terras do Demo Touriga Nacional 2020;Sparkling;3.8;131;8.29;Portugal;Távora-Varosa
Herdade do Peso;2020;7244298;Trinca Bolotas Branco 2020;White;3.8;407;6.55;Portugal;Alentejo
Soalheiro;2020;2078187;Allo Alvarinho - Loureiro 2020;White;3.9;1244;6.35;Portugal;Vinho Verde
Morgado de Bucelas;2020;1763823;Arinto 2020;White;3.9;137;6.5;Portugal;Bucelas
Herdade do Sobroso;2020;7724138;Barrique Select Reserva Branco 2020;White;3.9;94;11.2;Portugal;Alentejo
Quinta do Carmo;2020;1117321;Branco 2020;White;3.9;167;10.85;Portugal;Alentejo
Arrepiado Velho;2020;1951724;Branco 2020;White;3.9;55;8.53;Portugal;Alentejo
Alves de Sousa;2020;75722;Branco da Gaivosa 2020;White;3.9;110;9.45;Portugal;Douro
Fitapreta;2020;2463066;Branco de Talha 2020;White;3.9;88;19.35;Portugal;Alentejo
Quinta das Bágeiras;2020;1577156;Bruto Natural Branco 2020;Sparkling;3.9;120;8.7;Portugal;Bairrada
Mingorra;2020;4386655;Colheita Branco 2020;White;3.9;81;14.49;Portugal;Alentejo
Esporão;2020;6059442;Colheita Branco 2020;White;3.9;477;9.7;Portugal;Alentejo
Cabriz;2020;5459378;Dão Reserva Branco 2020;White;3.9;104;8.25;Portugal;Dão
Casa Ermelinda Freitas;2020;7532550;Dona Ermelinda Reserva Branco 2020;White;3.9;79;9.99;Portugal;Península de Setúbal
Muxagat;2020;1496773;Douro Branco 2020;White;3.9;50;10.95;Portugal;Douro
Ramos Pinto;2020;1775417;Douro Duas Quintas Branco 2020;White;3.9;418;12.85;Portugal;Douro
Montes Ermos;2020;1618398;Douro Reserva Branco 2020;White;3.9;317;3.9;Portugal;Douro
Covela;2020;2426906;Edição Nacional Avesso 2020;White;3.9;186;9.8;Portugal;Vinho Verde
Monte da Ravasqueira;2020;9823295;Encantado Branco 2020;White;3.9;649;7.6;Portugal;Alentejo
Niepoort;2020;1236950;Loureiro Dócil 2020;White;3.9;288;8.4;Portugal;Vinho Verde
Luis Pato;2020;22324;Maria Gomes Branco 2020;White;3.9;235;6.25;Portugal;Bairrada
Horácio Simões;2020;1217364;Moscatel de Setúbal 2020;Fortified;3.9;52;7.65;Portugal;Península de Setúbal
Vallegre;2020;7153051;Moscatel Galego Branco 2020;White;3.9;89;6.5;Portugal;Douro
Anselmo Mendes;2020;1200518;Muros Antigos Alvarinho 2020;White;3.9;560;5.9;Portugal;Vinho Verde
Márcio Lopes;2020;5903153;Pequenos Rebentos Loureiro 2020;White;3.9;152;6.5;Portugal;Vinho Verde
Aphros;2020;5296311;Phaunus Loureiro 2020;White;3.9;300;17.28;Portugal;Vinho Verde
Casa Ferreirinha;2020;1667464;Planalto Reserva Douro Branco 2020;White;3.9;3496;3.14;Portugal;Douro
Dona Maria;2020;1146629;Rosé 2020;Rosé;3.9;70;8.9;Portugal;Alentejo
Aveleda;2020;8176049;Solos de Granito Alvarinho 2020;White;3.9;82;16.00659834587625;Portugal;Vinho Verde
CARM;2020;2494082;Vinha da Urze Branco 2020;White;3.9;147;5.75;Portugal;Douro
Casa Ferreirinha;2020;2795309;Vinha Grande Douro Branco 2020;White;3.9;142;11.0;Portugal;Douro
Adega de Monção;2020;1397799;Vinho Verde Muralhas Rosé 2020;Rosé;3.9;620;4.0;Portugal;Vinho Verde
Azores Wine Company;2020;3537845;Vulcânico Rosé 2020;Rosé;3.9;140;12.5;Portugal;Açores
Vinha do Monte;2020;1698595;Alentejano Branco 2020;White;4.0;138;3.83;Portugal;Alentejo
Quinta dos Termos;2020;9133241;Alto de Pocinho Reserva Branco 2020;White;4.0;60;8.5;Portugal;Douro
Soalheiro;2020;6404593;Alvarinho - Pinot Noir Rosé 2020;Rosé;4.0;260;28.95;Portugal;Vinho Verde
Quinta de Santiago;2020;2110126;Alvarinho 2020;White;4.0;134;10.06;Portugal;Vinho Verde
Adega de Monção;2020;1150168;Alvarinho Deu La Deu 2020;White;4.0;843;7.16;Portugal;Vinho Verde
Azores Wine Company;2020;6314878;Arinto dos Açores Sur Lies 2020;White;4.0;52;31.93;Portugal;Açores
Antonio Madeira;2020;4214761;Branco 2020;White;4.0;57;27.5;Portugal;Dão
Calheiros Cruz;2020;2399053;Branco 2020;White;4.0;57;4.9;Portugal;Douro
Pormenor;2020;4250789;Branco 2020;White;4.0;123;12.7;Portugal;Douro
Herdade do Rocim;2020;7193592;Clay Aged Branco 2020;White;4.0;52;38.9;Portugal;Alentejo
Herdade da Maroteira;2020;4898958;Dez Tostões Branco 2020;White;4.0;353;10.9;Portugal;Alentejo
Herdade da Maroteira;2020;4928040;Dez Tostões Rosé 2020;Rosé;4.0;147;6.95;Portugal;Alentejo
Wine & Soul;2020;5725027;Douro Manoella Branco 2020;White;4.0;112;12.95;Portugal;Douro
Quinta do Perdigão;2020;1568380;Encruzado 2020;White;4.0;111;11.68;Portugal;Dão
Quinta dos Carvalhais;2020;76104;Encruzado Dão 2020;White;4.0;248;18.95;Portugal;Dão
Quinta do Vale Meão;2020;2931116;Meandro Douro Branco 2020;White;4.0;146;155.0;Portugal;Douro
Lacrau;2020;6106225;Moscatel Galego Branco Seco 2020;White;4.0;65;9.5;Portugal;Douro
Quinta do Vallado;2020;16963;Reserva Branco 2020;White;4.0;149;19.9;Portugal;Douro
Beyra;2020;4989151;Reserva Quartz Branco 2020;White;4.0;132;8.5;Portugal;Beiras
Alumia;2020;9434359;Reserva White 2020;White;4.0;111;8.95;Portugal;Beiras
Quinta da Boa Esperança;2020;5123361;Rosé 2020;Rosé;4.0;61;8.9;Portugal;Lisboa
Soalheiro;2020;7268909;Sauvignon Blanc - Alvarinho 2020;White;4.0;138;10.52;Portugal;Vinho Verde
Aliança;2020;1218337;Vinho Verde 2020;White;4.0;173;4.75;Portugal;Vinho Verde
Aveleda;2020;76416;Vinho Verde Fonte 2020;White;4.0;2205;3.65;Portugal;Vinho Verde
Dona Paterna;2020;2429615;Alvarinho 2020;White;4.1;73;9.61;Portugal;Vinho Verde
Reguengo de Melgaço;2020;1196973;Alvarinho 2020;White;4.1;178;9.95;Portugal;Vinho Verde
Soalheiro;2020;1175699;Alvarinho 2020;White;4.1;4597;9.28;Portugal;Vinho Verde
Soalheiro;2020;1178395;Alvarinho Reserva 2020;White;4.1;63;22.98;Portugal;Vinho Verde
Lua Cheia - Saven;2020;5563623;Andreza Reserva Branco 2020;White;4.1;57;8.89;Portugal;Douro
Casal Figueira;2020;1313246;António Branco 2020;White;4.1;68;17.95;Portugal;Lisboa
Quinta do Gradil;2020;9418123;Arinto 2020;White;4.1;55;11.5;Portugal;Lisboa
Quinta das Bágeiras;2020;4895811;Avô Fausto Branco 2020;White;4.1;57;21.89;Portugal;Bairrada
Ramos Pinto;2020;13310;Bons Ares Branco 2020;White;4.1;139;9.95;Portugal;Douro
Mainova;2020;8492810;Branco 2020;White;4.1;92;10.9;Portugal;Alentejo
